"loss","RandomValue","id","f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f13","f778"
10,0.28,27825,126,1,0.21,3200,7,79202,4808,4132,125.13,125.97,14,15
41,0.86,46088,158,3,0.97,5800,10,80502,3847,1871,158.14,157.78,15,36
8,0.99,85629,129,8,0.35,2300,4,10845,1593,581,128.79,128.98,10,15
4,0.93,92625,130,8,0.05,1100,4,14629,3933,1221,129.00,129.88,6,47
2,0.30,38165,129,10,0.07,2100,16,77014,3896,645,127.87,128.87,10,513
3,0.09,74217,121,7,0.49,2700,4,2494,3782,3203,123.36,121.49,4,49
15,0.70,81001,166,8,0.86,4300,2,80153,1919,3905,161.44,165.38,13,83
12,0.84,48003,121,9,0.72,3100,15,82642,3754,507,126.54,122.02,8,394
4,0.70,33636,118,9,0.20,1800,7,75019,396,966,125.35,119.45,8,85
13,0.76,29080,129,8,0.19,1800,3,12780,7464,1896,127.25,128.87,10,104
8,0.29,19179,128,9,0.50,1500,7,78935,26,3190,130.17,128.44,13,80
3,0.50,56567,155,8,0.28,3600,10,6075,2253,315,155.79,155.58,10,37
4,0.70,59456,159,9,0.21,5400,13,80502,543,2014,153.60,158.00,16,73
7,0.04,62943,149,8,0.93,3600,4,78932,20,2161,146.55,147.66,9,54
70,0.84,97994,122,6,0.11,1500,4,9290,8362,3997,125.22,122.78,21,2
33,0.97,14604,154,8,0.75,4700,4,76035,2058,895,153.31,153.98,13,39
19,0.19,80147,127,9,0.84,1300,4,1721,981,1863,125.93,127.08,14,38
4,0.11,51245,165,8,0.99,4400,10,79281,2733,3138,158.63,163.70,14,87
4,0.34,57146,154,8,0.20,3600,10,13332,455,2661,152.75,153.71,20,87
25,0.58,94856,126,4,0.15,3100,4,78223,1624,1789,126.86,126.04,10,107
10,0.25,5338,142,9,0.54,5500,2,78238,1246,109,140.41,141.51,20,25
3,0.45,87259,156,8,0.95,4400,1,85957,408,5513,155.40,156.00,12,20
3,0.91,58902,163,7,0.24,5300,13,76035,162,1005,163.50,163.26,7,23
3,0.29,59625,156,7,0.02,4300,7,13499,5048,4196,155.38,156.10,18,15
3,0.08,19450,132,9,0.40,2000,4,82231,387,3469,132.35,132.67,8,22
1,0.36,75603,154,8,0.56,3600,3,80135,2848,6748,155.26,154.45,3,26
13,0.25,80129,124,8,0.21,1500,4,86013,1330,3189,120.81,123.40,16,38
1,0.35,105420,123,7,0.93,1800,16,2277,5283,3229,124.61,123.29,7,1079
4,0.99,40979,160,8,0.21,5300,4,12290,678,376,160.55,160.06,9,26
6,0.70,58287,127,10,0.56,2600,16,12780,9303,248,127.82,127.20,11,394
2,0.31,54270,130,10,0.44,1800,17,83530,3747,143,127.79,129.28,11,393
2,0.17,90842,133,9,0.26,2200,3,13699,8243,1647,129.75,132.15,11,52
20,0.75,19203,140,9,0.37,1300,4,387,99,1607,132.70,138.58,10,80
5,0.94,83938,135,10,0.63,1300,4,79884,7870,6716,128.84,133.82,13,104
2,0.28,56433,116,9,0.72,2400,16,78252,9259,530,121.75,117.27,9,1079
12,0.51,26868,154,8,0.98,5000,3,14507,332,1184,152.78,153.92,12,20
4,0.21,40952,142,7,0.97,5300,4,13380,394,2017,148.74,143.65,10,12
2,0.37,39577,128,9,0.28,2200,16,13699,6245,6158,131.99,129.12,6,393
8,0.79,11750,158,8,0.48,5300,2,8722,2637,302,157.16,157.87,15,41
6,0.82,74947,125,10,0.92,1300,16,84857,1246,222,123.56,124.56,11,393
4,0.08,84500,150,8,0.47,3500,2,78538,366,1066,146.49,148.81,3,41
25,0.69,52321,161,7,0.07,3700,7,83733,257,4076,157.90,160.70,16,11
15,0.33,69669,119,9,0.64,1300,4,78223,1505,2695,124.13,120.10,17,46
9,0.89,104569,126,6,0.88,1800,4,82384,5096,3155,125.43,125.67,19,107
5,8.80581140518188e-03,65549,162,8,0.72,4300,4,84860,7941,5703,156.59,161.05,11,12
10,0.73,57419,112,10,0.20,1800,16,84773,504,2807,115.88,112.90,10,394
9,7.81792402267456e-03,84715,119,8,0.77,1300,4,84416,533,1688,121.06,119.69,10,93
17,0.76,36321,124,6,0.70,2600,4,14234,4665,3247,127.35,124.50,11,38
6,0.94,62980,156,7,0.49,3600,4,7891,4968,3710,154.75,155.39,8,54
8,0.46,25306,130,8,0.66,1100,4,11039,7023,2613,128.77,129.58,12,54
23,0.44,84614,129,10,0.58,1300,4,82768,90,4048,124.53,128.03,12,30
1,0.86,52914,128,9,0.09,2600,17,2496,185,3177,126.41,128.00,6,394
4,0.70,43394,162,7,0.44,6200,4,82603,503,4006,158.93,161.50,16,20
6,0.27,94992,163,7,0.68,4700,2,9482,8247,5924,160.37,162.98,9,61
4,6.75982236862183e-03,18608,132,9,0.47,1800,3,79202,4414,4029,128.50,131.22,12,30
3,0.38,68538,166,9,0.39,4700,3,81375,7977,1511,160.00,164.74,8,14
14,0.76,90258,125,10,0.34,1100,4,9290,706,6910,122.82,124.27,12,12
13,0.51,85346,134,8,0.14,1100,3,11255,7319,3349,127.71,133.20,11,54
2,0.27,92576,119,8,0.51,3100,4,82621,5332,855,124.13,120.08,5,23
2,0.91,4416,133,9,0.01,2900,3,75464,1525,3307,124.73,131.44,9,22
3,0.40,7920,125,10,0.13,2000,4,79391,275,2034,122.25,124.52,8,104
9,0.19,85583,139,10,0.13,1300,7,2456,1755,337,130.46,137.50,10,10
2,0.72,1965,130,8,0.49,1500,4,8563,7833,2118,125.57,128.92,7,30
3,0.35,62010,135,6,0.16,4500,4,86462,158,219,142.60,137.33,7,26
27,0.96,27335,155,7,0.48,4500,3,76635,436,3834,151.03,154.18,12,84
1,0.06,25657,133,10,0.76,1300,7,842,6420,6057,130.95,132.97,4,22
13,0.66,57300,154,6,0.67,3500,4,76730,2262,2771,154.19,154.31,14,16
6,0.06,64179,164,1,0.10,5300,7,12612,6394,5337,160.96,163.11,14,11
7,0.47,86028,122,9,0.18,2000,3,81166,390,1650,122.74,122.18,8,16
2,0.86,68745,152,8,0.92,5200,1,76669,1333,94,149.62,150.69,4,73
2,0.48,14414,152,8,0.01,3600,4,81520,1415,141,150.72,151.53,10,67
6,0.20,12320,126,10,0.13,1800,17,7818,1484,1108,123.72,125.76,12,394
7,0.47,64778,156,8,0.62,4400,2,84598,2838,535,156.46,156.11,18,37
5,0.81,2527,126,9,0.75,1100,16,14629,1400,7384,126.48,126.25,9,1083
3,0.07,76567,119,9,0.17,2700,10,84773,3968,1455,122.07,120.06,9,37
15,0.44,31171,154,8,0.42,3500,4,80136,152,411,151.00,153.55,14,61
3,0.06,95750,147,9,0.65,5300,4,81447,1200,2374,149.29,147.64,14,101
3,0.39,79280,163,8,0.30,3500,3,11859,2095,2150,161.25,162.37,7,41
10,0.51,23722,132,9,0.72,1300,3,83607,5370,1473,131.19,132.06,6,93
25,0.78,38385,117,6,0.50,2200,10,13689,6919,2667,122.08,117.58,13,36
4,0.26,23410,156,7,0.24,3900,10,11933,2097,169,154.95,155.13,4,67
4,0.38,50510,130,10,0.27,2600,17,14629,3669,1695,125.70,129.41,9,1079
19,0.08,26624,133,3,0.23,2600,16,9290,7567,3679,132.79,133.17,12,1079
3,0.75,99079,120,9,0.02,1300,7,14629,4007,1261,122.65,120.65,14,30
20,0.56,83337,161,8,0.88,3700,4,81434,1889,536,156.36,159.51,11,61
4,0.07,69598,124,10,0.72,1100,16,76957,6286,3870,121.66,123.51,11,513
23,0.41,40622,126,10,0.95,1100,10,79202,1706,1650,126.07,125.90,9,10
9,0.77,5179,132,3,0.74,1900,4,78935,4232,3082,130.45,131.73,9,17
1,0.79,105039,132,8,0.31,1100,4,1131,5275,428,130.16,131.54,9,54
18,0.85,60374,151,2,0.71,3500,4,14002,5058,4212,153.50,151.66,8,28
1,0.95,43078,119,10,0.77,1900,16,9290,169,413,123.92,120.09,13,513
5,0.77,93801,113,10,0.50,1100,16,11255,312,382,118.00,114.06,13,394
2,0.15,22301,126,8,8.492021e-03,1300,7,85793,7899,4495,127.50,126.30,9,36
1,0.91,36862,156,8,0.17,3700,7,10590,4858,3481,157.22,156.77,12,27
1,0.67,47383,159,4,0.16,5400,7,7891,4827,3520,156.10,158.18,5,54
1,0.15,74805,166,8,0.50,4600,4,85758,3773,353,161.44,165.29,5,44
26,0.55,93234,134,8,0.38,2200,4,8563,436,4971,131.42,133.65,10,30
5,0.28,70101,128,10,0.76,2100,7,7399,7124,1102,128.76,128.32,10,19
8,0.05,40814,121,6,0.68,1300,16,1131,6939,678,124.94,121.62,10,1079
3,0.86,54915,131,10,0.44,1900,16,78224,7384,2348,129.80,130.75,13,513
7,0.24,96008,134,8,0.61,1500,3,79884,3131,8870,132.06,134.11,9,30
15,0.10,31161,150,8,0.35,5400,4,78932,985,1681,147.15,149.55,15,61
4,0.20,20935,134,6,0.30,1800,4,83607,332,1654,132.78,134.40,9,2
9,0.78,93945,121,9,0.48,1300,4,81224,316,644,122.53,121.57,8,10
1,0.55,4893,125,4,0.01,1500,4,2277,4573,2571,124.91,124.92,7,17
6,0.14,49658,154,8,0.32,3600,10,83957,4926,4007,154.19,154.22,21,36
1,0.40,25646,116,10,0.59,1300,7,77014,6418,714,118.48,116.75,6,22
6,0.44,35460,127,10,0.18,1100,16,14448,2750,3668,126.46,126.65,13,513
24,0.04,7582,121,9,0.31,1500,4,83746,3506,1094,122.00,121.12,12,8
6,0.55,57328,118,10,0.27,1800,16,80421,2096,2470,119.75,118.15,10,394
2,0.76,40782,132,10,0.03,2200,16,14213,5363,2608,130.93,131.73,14,1079
5,0.81,88971,128,8,0.60,1500,16,84020,8834,196,126.48,127.60,9,1079
10,0.79,17976,139,9,0.72,2200,4,77826,3929,3040,132.41,137.52,12,46
4,0.89,62518,140,9,0.41,4400,7,80684,1296,1250,145.21,141.02,9,20
27,0.18,75490,124,9,0.44,1800,3,79371,3793,52,124.50,124.18,7,47
1,0.53,28965,129,6,0.01,2200,13,81679,6830,3397,128.07,128.74,8,3
10,0.01,78662,121,7,0.73,1800,3,3659,3710,4051,124.25,121.53,5,104
14,0.38,34549,129,10,0.67,1600,16,78920,3524,1003,129.29,128.94,10,513
14,0.54,20233,115,10,0.19,2200,7,387,140,5540,116.22,115.22,9,37
6,0.23,58574,129,10,0.73,2200,17,8563,1081,2739,127.47,128.85,9,393
1,0.83,43597,160,7,0.40,3500,3,10590,4950,3548,158.61,159.68,6,30
1,0.43,62610,131,8,0.99,1900,17,76957,6738,250,130.00,130.80,3,513
3,0.17,83308,165,9,0.18,3900,13,14325,3206,1151,159.54,164.30,9,9
2,0.22,98773,137,9,0.68,2700,3,86013,380,1064,128.97,135.29,10,6
1,0.39,90717,124,9,0.10,1300,3,77825,602,9860,127.23,124.98,7,5
9,0.39,65783,126,10,0.35,1100,16,82379,6642,2010,124.97,125.63,10,394
16,0.58,51784,138,8,0.26,3500,4,79631,1069,1374,145.13,139.35,7,30
8,0.36,33715,116,9,0.66,1600,7,84857,6550,604,116.58,115.61,11,85
3,0.19,38774,150,8,0.48,3500,2,76788,2166,3801,150.25,150.33,15,83
3,0.60,87116,130,9,0.37,2600,4,9836,8815,2994,129.27,129.96,11,36
2,0.34,57780,161,7,0.18,4400,13,14002,5020,158,160.86,160.99,6,20
39,0.19,82470,143,8,0.26,5300,3,82823,1479,4368,148.63,144.46,14,84
29,0.66,46125,136,7,0.31,2600,16,13689,4923,3950,134.67,136.06,10,1079
2,0.61,52219,127,10,0.42,1300,16,80455,8491,1153,126.61,127.00,11,393
1,0.34,79461,156,9,0.71,4600,2,76652,121,3,157.21,156.49,8,19
5,0.34,68349,130,10,0.59,1500,3,83366,104,5768,127.00,129.55,14,10
12,0.96,4497,123,8,0.42,1600,4,84020,1419,7417,122.32,122.51,10,54
3,0.72,28832,123,8,0.64,1800,4,3659,6947,3772,124.32,123.15,11,54
5,0.25,989,122,9,0.83,1200,3,78920,882,1536,122.98,122.18,8,7
4,0.16,30518,129,9,0.71,1500,4,12421,7635,731,127.00,128.28,11,47
29,0.09,93001,125,10,0.74,2400,4,85916,2433,1057,122.75,124.43,10,85
5,0.75,40180,155,6,0.45,5300,3,11415,4767,526,156.52,155.22,12,2
8,0.17,8083,127,3,0.86,1500,4,393,3940,2651,127.25,127.17,16,2
2,0.64,75621,128,7,0.67,1300,16,13689,7596,3213,126.75,127.87,9,393
2,0.20,53651,161,9,0.63,5200,10,77304,7777,347,155.63,159.65,14,18
1,0.04,15323,128,9,2.036368e-03,2400,4,76831,4088,2703,126.65,127.86,7,22
4,0.64,99624,129,8,0.65,1300,3,80421,2434,244,128.00,128.64,10,23
2,0.48,52688,131,10,0.77,2200,16,11255,7031,1705,125.09,129.89,6,393
1,0.20,40293,126,7,0.30,2400,16,13689,7235,2316,124.86,125.31,7,394
6,0.73,21188,120,10,0.10,2000,7,80537,1352,95,123.57,120.69,9,47
3,0.79,41059,117,8,0.31,1800,16,13689,3544,3486,120.75,117.70,5,1083
3,0.56,36930,124,8,0.73,1500,16,2277,5525,2836,122.88,123.55,11,394
9,0.52,26959,117,8,0.33,1100,7,78252,1880,1127,121.62,118.18,7,19
25,0.27,41415,153,8,0.91,4500,10,78316,419,3361,149.29,152.33,7,25
2,0.86,86709,127,10,0.69,1500,3,3793,7519,11010,128.00,127.20,16,52
1,0.54,66716,115,10,0.31,2200,16,77014,532,9485,118.50,115.51,9,393
15,0.28,42803,121,10,0.68,1500,15,12602,7068,5570,121.91,121.21,13,394
59,0.18,41245,138,10,0.25,1100,7,79115,14,2718,130.42,136.26,14,16
90,0.84,30013,118,10,0.15,1100,10,82642,1436,173,118.51,117.93,13,22
2,0.75,44819,126,10,0.81,1300,16,80455,7223,1132,125.65,125.98,12,393
14,0.53,23302,127,7,0.11,1800,16,10845,7356,4513,127.41,126.96,15,1083
8,0.07,67829,161,7,0.97,5000,4,11723,250,421,154.96,159.14,11,84
45,0.44,65039,166,9,0.06,5000,4,76530,236,480,159.86,164.65,17,20
9,0.33,2224,126,9,0.88,1300,4,387,888,1550,125.65,125.85,7,30
5,0.90,47637,152,8,0.84,4800,10,13499,2773,1068,152.50,152.02,10,87
8,0.92,95272,148,8,0.98,3700,2,14044,103,1385,147.17,147.11,12,39
20,0.32,10486,116,9,0.46,1100,4,77826,6189,2969,118.58,116.42,12,37
11,0.64,93845,130,9,0.31,1300,16,2572,4745,8808,129.44,129.58,13,394
4,0.36,47557,155,8,0.49,5300,7,12290,7361,5642,153.00,154.99,11,12
4,0.57,74996,124,9,0.82,1100,4,1078,4300,1827,123.25,123.74,11,40
3,0.51,92470,158,8,0.24,3500,1,12290,1405,1126,158.80,158.08,7,41
5,0.89,58700,148,7,0.49,4400,4,82134,1726,1366,146.25,147.61,16,54
20,0.36,30862,152,9,0.37,4400,3,78133,345,82,152.06,151.83,14,20
1,0.50,51340,150,9,0.09,3600,4,80188,2425,754,149.00,150.12,9,26
22,0.13,22332,124,9,0.73,2400,4,78149,1095,2204,123.23,124.50,10,36
33,0.03,79720,137,9,0.78,3500,7,11184,6849,2153,138.70,137.02,13,37
4,0.14,55590,132,10,0.88,1100,16,82384,2069,4527,127.27,131.42,10,513
2,0.84,4762,124,10,0.09,3000,4,76831,1420,2295,123.83,123.67,10,10
12,0.36,48791,121,10,0.31,1600,16,12421,7479,704,121.17,120.70,11,513
16,0.88,90153,158,8,0.08,5600,1,77765,1225,1456,159.93,158.54,16,24
12,0.27,58757,129,8,0.87,2600,16,79884,4625,1524,125.68,127.87,12,393
2,0.64,80393,157,9,0.91,4400,3,80042,214,341,151.66,155.82,10,18
3,0.59,63396,158,7,0.72,3600,10,76635,2867,3284,155.15,157.15,7,27
5,0.54,54191,159,7,0.56,3700,10,12290,7443,5716,154.00,157.92,13,73
1,0.54,948,154,8,0.47,5300,4,81266,246,1366,152.30,153.46,9,101
7,0.40,52295,128,6,0.75,1800,17,7399,7006,1063,126.71,127.47,7,394
4,0.92,88607,124,8,0.59,2600,4,76957,1690,6806,125.92,124.40,5,80
38,0.01,1888,127,10,0.17,1100,4,81149,2559,1644,127.36,127.36,14,8
3,0.98,101857,127,8,0.76,1500,16,2572,2144,9012,128.86,127.48,8,394
6,0.79,105014,129,6,0.38,2200,4,2277,5273,6574,130.55,129.40,16,54
7,0.86,73782,120,10,0.99,1900,16,1078,6781,2460,120.51,120.04,12,513
1,0.10,27318,166,9,0.77,3500,3,2746,7123,222,160.87,165.28,16,84
7,0.23,80180,130,7,0.22,1300,4,83746,813,6374,127.09,129.24,8,80
23,0.72,3992,133,9,0.40,2100,7,78935,4217,3172,128.00,131.81,13,19
3,0.26,70193,157,9,0.83,4400,7,4724,10,4250,159.49,157.79,17,34
8,0.56,100339,140,8,0.69,2200,4,82384,1413,435,134.83,138.94,11,49
8,0.10,55990,126,9,0.93,1900,16,3572,2370,3859,124.78,126.10,10,513
4,0.58,77097,127,7,0.39,2700,4,79884,2214,2521,128.00,127.20,9,13
5,0.53,65215,157,7,0.38,5400,4,76788,2226,4320,156.63,157.00,8,73
48,0.48,100668,122,10,0.30,1800,16,78,203,1888,127.37,123.47,14,1079
1,0.40,58707,159,10,0.42,4500,7,78581,102,5244,155.58,158.77,7,54
4,0.74,25486,135,7,0.59,1100,4,81224,660,590,135.06,135.34,13,16
4,0.09,42315,130,10,0.03,1300,16,11184,2113,5422,126.86,129.08,11,513
1,0.91,53058,122,10,0.32,1900,16,10340,3005,6368,121.28,122.05,12,513
7,0.03,6623,152,9,0.80,3500,2,78581,3347,1808,153.72,152.19,14,84
4,0.35,102724,135,9,0.66,1300,4,79202,6907,11449,130.97,134.30,10,52
2,0.06,55975,125,8,0.27,1300,16,12622,4811,1067,124.33,124.71,7,513
4,0.78,74180,128,7,0.55,1300,3,79884,3015,8445,126.25,127.44,8,49
4,0.26,92503,155,8,0.55,4400,4,12290,75,547,155.66,155.21,14,101
2,0.34,51743,158,7,0.57,3500,4,82320,2774,1931,153.79,157.51,10,10
13,0.25,53749,124,10,0.28,1500,16,77825,1941,580,122.50,123.70,12,394
13,0.02,71618,133,7,0.17,1800,4,2572,4543,8401,128.82,132.10,9,49
8,0.40,9866,139,8,0.78,1100,10,7458,4288,1096,135.67,138.91,12,8
4,0.67,83228,116,9,0.90,2600,7,78149,1797,2363,116.74,116.01,5,7
7,0.32,78840,111,9,0.57,2600,3,1964,343,750,114.49,111.86,5,7
5,0.94,17103,131,9,0.65,2600,4,83554,1145,129,130.04,131.05,8,15
79,0.53,10330,133,9,0.48,1300,4,7399,1189,2041,129.75,132.15,10,15
5,0.86,44379,163,7,0.20,4200,4,77061,3506,2045,159.77,161.83,9,2
22,0.25,52474,154,8,0.32,5200,4,80628,548,976,152.66,153.77,9,14
16,0.90,59963,154,8,0.65,4500,7,82330,369,661,150.78,153.64,20,26
1,0.64,97476,132,10,0.44,1100,4,79202,564,6963,131.67,132.08,8,5
3,0.76,57213,159,9,0.14,4800,10,76635,5369,82,156.26,158.57,8,20
2,0.05,47181,140,7,0.49,5600,13,78581,5283,2345,148.15,142.06,8,90
1,0.19,66301,158,7,0.45,4200,2,13380,3606,2211,152.88,156.59,7,36
5,0.94,78092,118,10,0.34,1500,3,7458,263,1288,118.56,117.63,13,80
24,0.58,6466,148,9,0.15,2200,4,83247,97,1094,137.38,145.66,12,36
5,0.71,39239,125,10,0.87,2200,7,86013,7217,784,123.28,124.58,8,104
9,0.17,59789,118,10,0.84,2600,16,12421,276,221,119.90,118.39,9,394
15,0.44,41620,134,7,0.05,5000,13,11415,170,1967,141.84,134.93,13,27
2,0.10,98949,148,7,0.94,3500,4,80502,4216,2310,154.11,148.99,6,101
1,0.39,27297,147,8,0.78,4500,3,82603,342,1923,148.63,147.25,13,84
7,0.63,99672,123,9,0.15,2600,4,76872,1854,6015,122.32,122.74,10,80
14,0.75,100740,127,9,0.04,1100,3,9068,1003,1742,130.06,127.63,9,37
1,0.25,65185,152,8,0.29,4300,4,78581,4366,1639,154.00,152.51,13,73
3,0.89,37945,150,9,0.54,5400,13,79281,2579,2993,152.75,150.98,9,8
3,0.50,17266,154,8,0.61,5000,1,12290,7067,175,156.26,154.09,10,84
6,0.23,60292,125,6,0.31,1500,16,83607,6624,983,127.45,125.88,7,393
2,0.83,93040,121,10,0.01,2800,4,84938,41,1058,121.28,120.76,8,85
2,0.37,90069,127,4,0.25,2600,4,80455,2851,5364,128.84,127.62,6,46
8,0.67,19543,133,9,0.39,3500,4,8417,1930,365,128.75,132.06,8,80
28,0.23,41840,150,8,0.86,4200,10,80633,177,21,147.13,148.94,9,24
2,0.56,50523,130,9,0.26,1300,17,76973,4321,399,126.81,129.22,12,1079
2,0.23,49520,120,8,0.68,2600,16,79884,7697,6316,122.75,120.27,9,1079
50,0.17,27665,117,8,0.42,1100,10,83479,8681,1007,120.00,117.76,13,54
3,0.73,49189,140,8,0.41,4600,4,8423,3023,1099,147.59,141.79,9,3
20,0.32,64267,166,6,0.83,5600,7,529,759,3276,161.56,164.87,24,11
3,0.40,95483,126,10,0.39,1500,10,76878,2508,6036,122.32,125.20,7,104
12,0.54,10171,127,9,0.49,1500,7,81149,2634,3796,125.32,126.94,12,37
33,0.15,28241,124,8,0.96,1300,16,77014,6022,9178,128.72,125.16,13,1083
3,0.67,73861,155,8,0.51,4300,2,82485,622,262,152.13,154.20,10,12
41,0.76,67767,140,6,0.12,4500,2,10471,1982,6636,152.51,142.60,12,31
16,0.51,95105,122,9,0.97,2200,3,2496,4152,1726,124.70,122.62,12,3
32,0.43,93910,134,10,0.69,1600,16,86013,13,218,130.75,133.51,12,513
2,0.63,76310,127,10,0.90,1100,4,86930,6883,881,125.29,126.67,14,22
2,0.81,56941,156,7,0.05,5600,7,76136,1410,606,156.58,156.80,13,10
14,0.82,102618,130,10,0.05,1300,3,78935,4020,6138,127.88,129.69,16,12
8,0.33,5749,159,9,0.38,3700,3,13919,2018,558,156.25,157.81,5,39
12,0.68,50308,158,7,0.76,3500,10,77061,3571,5562,152.32,156.54,8,23
24,0.68,72637,127,8,0.59,1800,4,14234,4383,1801,128.08,127.04,12,93
3,0.43,81992,124,10,0.08,2600,4,79202,308,5851,130.99,126.27,11,10
17,0.06,17383,131,9,0.83,1600,4,8417,1913,267,130.16,131.28,8,12
12,0.02,37825,127,10,0.60,1800,7,78252,1143,2566,127.01,126.76,14,7
69,0.30,102260,119,9,0.16,1600,4,387,961,1329,119.90,119.00,15,6
28,0.89,54392,165,7,0.56,5600,4,9482,2561,2795,159.84,163.67,11,10
8,0.06,45846,130,10,0.36,1800,16,83554,1341,506,127.69,129.66,11,1079
16,0.13,91053,119,10,0.36,2600,17,83554,1636,635,121.75,119.68,14,1079
7,0.83,72563,123,9,0.24,2600,3,14024,3379,483,126.00,123.60,7,46
1,0.94,35427,131,9,0.99,3100,16,6901,909,1561,132.63,131.76,10,513
7,0.13,26929,159,9,0.35,2900,10,13689,21,6016,145.04,156.98,11,5
8,0.47,69357,152,8,0.62,5500,3,79281,2930,3358,156.38,153.33,9,25
3,0.44,23628,133,6,0.35,2200,7,2572,6314,7787,126.62,131.44,9,6
40,0.48,92920,138,8,0.37,2200,3,8141,2884,6025,131.49,136.45,7,52
3,0.69,65684,134,10,0.46,1300,16,84938,7503,6769,129.56,132.96,12,1079
7,0.54,91641,133,4,0.99,1800,3,9290,1642,2247,130.53,132.66,5,93
4,0.19,92478,137,8,0.39,4500,1,84365,388,1078,139.65,137.31,7,41
12,0.62,63884,165,6,0.05,7000,10,76635,120,4184,161.47,164.40,19,11
3,0.43,88650,125,10,0.56,2200,4,6901,407,936,123.53,124.56,9,104
22,0.14,6794,132,8,0.85,1800,4,10845,7888,4593,126.66,130.49,8,54
2,0.24,16805,140,10,0.78,2600,4,3793,13,2372,135.42,139.11,8,10
3,0.14,40876,113,9,0.02,1100,7,85981,8901,256,113.46,112.76,7,40
11,0.06,103779,123,10,0.59,1500,4,8563,1076,3120,127.21,124.09,11,7
12,0.87,87077,128,9,0.72,1800,7,86013,1409,3239,123.00,126.62,15,36
8,0.36,81614,125,9,0.83,1300,4,9290,2046,2848,123.91,124.62,10,7
10,0.10,54897,130,10,0.15,1600,16,76602,7383,525,127.00,129.40,11,513
3,0.48,29529,120,7,0.57,1600,10,78223,4105,7670,125.60,121.49,8,3
14,0.92,104753,133,10,0.72,1300,15,78224,7485,1124,132.18,132.82,13,513
2,0.56,19689,159,8,0.92,4800,3,82603,329,1882,155.25,158.43,11,35
3,0.75,6711,117,9,0.58,1600,3,78252,114,2773,118.16,116.85,8,12
4,0.04,54795,129,8,0.22,2200,17,13689,2206,2649,128.88,128.98,5,1079
14,0.04,14590,145,8,0.87,4800,4,78173,28,2192,144.98,144.44,14,39
11,0.10,32883,126,8,0.33,1900,16,2456,1119,477,127.17,126.30,11,513
4,0.63,91901,125,10,0.31,1600,3,387,1776,643,123.75,124.60,14,16
4,0.11,2164,118,9,0.62,1800,7,13026,4588,654,120.01,118.34,10,12
15,0.87,82213,157,9,0.39,3900,7,80120,1666,1234,159.05,157.51,14,9
12,0.66,88924,129,8,0.41,2200,16,75506,111,498,128.23,129.03,13,1079
1,0.02,91099,112,9,0.23,2600,4,6901,423,940,117.77,113.26,5,30
5,0.99,769,122,8,0.01,1500,4,7399,6553,999,125.13,122.76,9,21
8,0.41,5651,116,9,0.71,1300,4,13996,825,647,120.50,116.98,11,46
3,0.81,90985,133,8,0.50,1100,4,80385,879,3814,127.13,132.41,5,22
11,0.52,56122,152,7,0.89,5300,10,80135,2664,6413,152.76,152.21,7,28
2,0.88,6751,132,8,0.23,2200,4,12780,7139,4591,128.25,131.20,9,21
4,0.79,11834,126,4,0.66,1300,4,76831,4307,1034,127.60,126.49,7,36
2,0.71,70962,147,9,0.04,4400,3,76788,3640,2245,149.90,147.13,7,18
3,0.98,72593,126,9,0.46,1300,3,77825,2835,9556,126.75,126.27,14,46
1,0.31,53014,129,8,0.41,3500,16,12780,7702,6380,125.88,128.13,7,1079
5,0.31,40898,129,9,0.78,2300,10,78252,4186,3051,128.38,129.05,15,40
4,0.04,98492,119,9,0.81,1500,16,84825,5104,2878,121.25,119.41,8,394
14,0.64,67163,128,9,0.67,1100,15,2747,2276,1090,126.54,127.68,7,394
3,0.64,81553,118,9,0.77,1300,10,85916,2313,975,118.25,118.25,10,23
8,0.66,42695,132,9,0.98,1100,17,80455,2363,4756,126.52,130.61,11,1079
8,0.24,82260,165,7,0.47,3900,4,13380,1173,4287,157.87,163.18,12,67
2,0.50,91375,124,9,0.41,1500,4,1078,4383,3506,122.88,123.62,10,37
6,0.92,50248,166,7,0.71,5300,4,12290,7392,5677,161.88,165.15,16,2
4,0.50,100401,127,9,0.95,1100,4,86013,831,6978,126.87,126.79,14,93
11,0.94,62529,148,8,0.88,5800,7,80135,1433,287,148.71,147.58,7,20
3,0.97,10837,113,9,0.73,2200,4,2496,140,2817,121.27,115.30,9,52
1,0.97,91536,125,8,0.40,3200,3,77826,4110,3467,124.36,124.73,5,15
3,0.16,95896,128,8,0.44,2300,7,113,600,2052,128.36,128.48,12,15
8,0.69,100065,128,9,0.62,3500,7,76872,1407,2685,126.79,127.81,10,80
4,0.77,15986,123,10,0.59,1300,4,76973,2690,8915,121.88,122.34,16,49
3,0.73,61181,143,9,0.31,3500,4,82330,2717,667,144.61,142.84,7,19
7,0.71,29543,119,4,0.95,2200,13,7458,6239,2409,119.17,118.78,9,3
15,0.86,41090,130,7,0.44,1500,16,14629,3573,864,129.15,129.88,13,393
25,0.05,71392,114,9,0.36,2600,16,84712,39,351,117.75,114.68,13,1079
9,0.77,70023,151,8,0.96,3700,3,85957,208,68,151.43,150.97,18,24
2,0.19,74851,156,8,0.76,5400,4,81266,284,1494,151.39,155.09,8,83
11,0.89,100458,153,8,0.59,3600,4,79754,149,5539,154.85,153.24,5,39
